,class,text,text_trat
227,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",meet dream partner soon ? career flyng start ? find free txt horo followed star sign horo aries
228,0,Hey company elama po mudyadhu.,hey company elama po mudyadhu
229,0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life strict teacher bcoz teacher teaches lesson &amp ; conducts exam life first conducts exam &amp ; teaches lessons happy morning
230,0,Dear good morning now only i am up,dear good morning
231,0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get gandhipuram walk cross cut road right side &lt ; #&gt ; street road turn first right
232,0,Dear we are going to our rubber place,dear going rubber place
233,0,"Sorry battery died, yeah I'm here",sorry battery died yeah
234,0,Yes:)here tv is always available in work place..,yes : tv always available work place
235,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text & meet someone sexy today find date even flirt join 10p reply name & age eg sam 25 18 - msg recd @ thirtyeight pence
236,0,I have printed it oh. So  &lt;#&gt;  come upstairs,printed oh &lt ; #&gt ; come upstairs
237,0,Or ill be a little closer like at the bus stop on the same street,ill little closer like bus stop street
238,0,Where are you?when wil you reach here?,? wil reach ?
239,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory : argument wins situation loses person dont argue friends kick &amp ; say always correct !
240,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,447801259231 secret admirer looking make contact - find r*reveal thinks special - call 09058094597
241,0,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing laptop case cant
242,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel avent done sportsx
243,0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shining meant signing sounds better
244,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told dat baig face watches really like watch gave cos fr thanx everything dat u've done today touched
245,0,U don't remember that old commercial?,remember old commercial ?
246,0,Too late. I said i have the website. I didn't i have or dont have the slippers,late said website dont slippers
247,0,I asked you to call him now ok,asked call ok
248,0,Kallis wont bat in 2nd innings.,kallis wont bat 2nd innings
249,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep
250,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations awarded 500 cd vouchers 125gift guaranteed & free entry 100 wkly draw txt music 87066 tncs www ldew com1win150ppmx3age16
251,0,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold
252,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv ! kettoda manda nice day da
253,0,What you doing?how are you?,? ?
254,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups 3days also shipping company takes 2wks way usps takes week gets lag may bribe nipost get stuff
255,0,"I'm back, lemme know when you're ready",back lemme know ready
256,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarily expect done get back though headin
257,0,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummy babe nice jolt suzy
258,0,Where are you lover ? I need you ...,lover ? need
259,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tried contact reply offer video handset ? 750 anytime networks mins ? unlimited text ? camcorder ? reply call 08000930705
260,0,I‘m parked next to a MINI!!!! When are you coming in today do you think?,i‘m parked next mini ! ! ! ! coming today think ?
261,0,Yup,yup
262,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway going shopping cos sis done yet dun disturb liao
263,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring around ! h*
264,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
265,0,Why you Dint come with us.,dint come us
266,0,Same. Wana plan a trip sometme then,wana plan trip sometme
267,0,"Not sure yet, still trying to get a hold of him",sure yet still trying get hold
268,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ringtone service changed ! 25 free credits ! go club4mobiles com choose content ! stop ? txt club stop 87070 150p/wk club4 po box1146 mk45 2wt
269,0,The evo. I just had to download flash. Jealous?,evo download flash jealous ?
270,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club : get uk singles chart mobile week choose top quality ringtone ! message free charge
271,0,"Come to mu, we're sorting out our narcotics situation",come mu we're sorting narcotics situation
272,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
273,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pounds genuine hmv vouchers answer easy questions play ! send hmv 86688 info : www 100percent - real com
274,0,"Usf I guess, might as well take 1 car",usf guess might well take 1 car
275,0,No objection. My bf not coming.,objection bf coming
276,0,Thanx...,thanx
277,0,Tell rob to mack his gf in the theater,tell rob mack gf theater
278,0,"Awesome, I'll see you in a bit",awesome i'll see bit
279,0,Just sent it. So what type of food do you like?,sent type food like ?
280,0,All done? All handed in? Celebrations in full swing yet?,done ? handed ? celebrations full swing yet ?
281,0,You got called a tool?,got called tool ?
282,0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",wen miss someone person definitely special person special miss keep - - touch gdeve
283,0,Ok. I asked for money how far,ok asked money far
284,0,Okie...,okie
285,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy's still passed last night get ahold anybody let know i'll throw
286,0,"K, I might come by tonight then if my class lets out early",might come tonight class lets early
287,0,Ok..,ok
288,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin girl friend ? give call hour home thats alright fone fone love jenny xxx
289,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life means lot love life love people life world calls friends call world : - ge : -
290,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail tonite busy street shall update tonite things looking ok varunnathu edukkukayee raksha ollu good one real sense
291,0,Hey you told your name to gautham ah?,hey told name gautham ah ?
292,0,Haf u found him? I feel so stupid da v cam was working.,haf found ? feel stupid da cam working
293,0,Oops. 4 got that bit.,oops got bit
294,0,Are you this much buzy,much buzy
295,0,I accidentally deleted the message. Resend please.,accidentally deleted message resend please
296,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,- mobile customer may claim free camera phone upgrade & pay & go sim card loyalty call 0845 021 3680 offer ends 28thfeb t&c's apply
297,0,Unless it's a situation where YOU GO GURL would be more appropriate,unless situation go gurl would appropriate
298,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt tease make cry end life die plz keep one rose grave say stupid miss nice day bslvyl
299,0,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
300,0,Need a coffee run tomo?Can't believe it's that time of week already,need coffee run tomo ? can't believe time week already
301,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome remember last time got somebody high first time diesel :
302,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit really shocking scary cant imagine second def night think somewhere could crash night save taxi ?
303,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridge ! want go meal tonight ?
304,0,He is a womdarfull actor,womdarfull actor
305,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date 4u ! : rodds1 21/m aberdeen united kingdom check http : //img sms ac/w/icmb3cktz8r7 ! - blind dates send hide
